,,,שנה קבלת אירוע,Total,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2017,2017,2017
מועצה  מקומית או עירייה או מועצה אזורית,נושא ארוע,סוג אירוע,רבעון קבלת אירוע,,Total,Q1,Q2,Q3,Q4,Total,Q1,Q2,Q3,Q4,Total,Q1,Q2
קריית טבעון,תנועה,הסגת גבול - חניה פרטית,,57,-,-,-,-,-,38,-,17,6,15,19,14,5
קריית טבעון,תנועה,חסימת מעבר,,695,246,78,50,60,58,313,81,86,67,79,136,76,60
קריית טבעון,תנועה,רכב חונה באיסור,,290,100,23,12,34,31,129,25,37,33,34,61,38,23
קריית טבעון,איכות חיים,Total,,800,312,43,119,106,44,371,46,109,123,93,117,50,67
קריית טבעון,איכות חיים,גרימת רעש מבית,,441,176,22,70,55,29,191,31,59,48,53,74,33,41
קריית טבעון,איכות חיים,גרימת רעש מבית תפילה,,$,-,-,-,-,-,-,-,-,-,-,$,$,-
קריית טבעון,איכות חיים,גרימת רעש ממקום ציבורי,,329,124,21,47,41,15,167,15,48,66,38,38,14,24
קריית טבעון,איכות חיים,גרימת רעש מעסק,,29,12,-,$,10,-,13,-,$,9,$,$,$,$
קריית טבעון,סדר ציבורי,Total,,135,62,16,11,19,16,58,11,14,17,16,15,11,$
קריית טבעון,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,135,62,16,11,19,16,58,11,14,17,16,15,11,$
קריית טבעון,אלימות,Total,,127,57,13,18,16,10,56,14,15,9,18,14,7,7
קריית טבעון,אלימות,סכסוך - שכנים,,53,-,-,-,-,-,39,-,12,9,18,14,7,7
קריית טבעון,אלימות,סכסוך שכנים עסקי,,74,57,13,18,16,10,17,14,$,-,-,-,-,-
קריית טבעון,סמים ואלכוהול,Total,,17,7,$,-,$,5,8,-,$,$,$,$,$,$
קריית טבעון,סמים ואלכוהול,שכרות,,17,7,$,-,$,5,8,-,$,$,$,$,$,$
קריית ים,Total,,,8050,3198,566,953,943,736,3552,617,1013,866,1056,1300,641,659
קריית ים,תנועה,Total,,1874,603,115,157,167,164,884,148,251,220,265,387,238,149
קריית ים,תנועה,הסגת גבול - חניה פרטית,,208,-,-,-,-,-,132,-,48,35,49,76,44,32
קריית ים,תנועה,חסימת מעבר,,1152,390,72,99,107,112,548,110,158,133,147,214,130,84
קריית ים,תנועה,רכב חונה באיסור,,514,213,43,58,60,52,204,38,45,52,69,97,64,33
קריית ים,איכות חיים,Total,,4476,1918,314,639,561,404,1925,318,577,433,597,633,231,402
קריית ים,איכות חיים,גרימת רעש מבית,,2677,1121,234,383,245,259,1150,217,344,226,363,406,165,241
קריית ים,איכות חיים,גרימת רעש מבית תפילה,,11,-,-,-,-,-,-,-,-,-,-,11,$,7
קריית ים,איכות חיים,גרימת רעש ממקום ציבורי,,1664,735,69,240,297,129,735,93,219,194,229,194,54,140
קריית ים,איכות חיים,גרימת רעש מעסק,,124,62,11,16,19,16,40,8,14,13,5,22,8,14
קריית ים,סדר ציבורי,Total,,826,290,60,71,90,69,384,64,102,112,106,152,96,56
קריית ים,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,826,290,60,71,90,69,384,64,102,112,106,152,96,56
קריית ים,אלימות,Total,,720,307,64,61,97,85,308,83,68,86,71,105,64,41
קריית ים,אלימות,סכסוך - שכנים,,316,-,-,-,-,-,211,-,54,86,71,105,64,41
קריית ים,אלימות,סכסוך שכנים עסקי,,404,307,64,61,97,85,97,83,14,-,-,-,-,-
קריית ים,סמים ואלכוהול,Total,,154,80,13,25,28,14,51,$,15,15,17,23,12,11
קריית ים,סמים ואלכוהול,שכרות,,154,80,13,25,28,14,51,$,15,15,17,23,12,11
קריית יערים,Total,,,161,64,14,22,14,14,68,18,16,25,9,29,20,9
קריית יערים,תנועה,Total,,54,18,6,$,$,5,23,$,6,8,5,13,8,5
קריית יערים,תנועה,חסימת מעבר,,43,15,5,$,$,$,18,$,$,6,$,10,6,$
קריית יערים,תנועה,רכב חונה באיסור,,11,$,$,-,$,$,5,-,$,$,$,$,$,$
קריית יערים,איכות חיים,Total,,95,39,5,16,10,8,43,13,9,17,$,13,10,$
קריית יערים,איכות חיים,גרימת רעש מבית,,15,8,$,$,$,$,$,$,$,-,-,$,$,$
קריית יערים,איכות חיים,גרימת רעש ממקום ציבורי,,76,29,$,14,7,5,37,8,8,17,$,10,8,$
קריית יערים,איכות חיים,גרימת רעש מעסק,,$,$,-,$,$,-,$,$,-,-,-,-,-,-
קריית יערים,סדר ציבורי,Total,,$,$,$,-,-,-,-,-,-,-,-,$,$,$
קריית יערים,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,$,$,$,-,-,-,-,-,-,-,-,$,$,$
קריית יערים,אלימות,Total,,6,$,$,$,-,$,$,$,$,-,-,-,-,-
קריית יערים,אלימות,סכסוך - שכנים,,$,-,-,-,-,-,$,-,$,-,-,-,-,-
קריית יערים,אלימות,סכסוך שכנים עסקי,,5,$,$,$,-,$,$,$,-,-,-,-,-,-
קריית יערים,סמים ואלכוהול,Total,,$,$,$,-,$,-,-,-,-,-,-,$,$,-
קריית יערים,סמים ואלכוהול,שכרות,,$,$,$,-,$,-,-,-,-,-,-,$,$,-
קריית מוצקין,Total,,,10673,3971,849,1100,1035,987,4851,956,1387,1308,1200,1851,1080,771
קריית מוצקין,תנועה,Total,,5427,1623,417,365,427,414,2660,472,656,851,681,1144,726,418
קריית מוצקין,תנועה,הסגת גבול - חניה פרטית,,679,-,-,-,-,-,454,-,130,186,138,225,161,64
קריית מוצקין,תנועה,חסימת מעבר,,3581,1193,292,275,310,316,1671,364,415,478,414,717,444,273
קריית מוצקין,תנועה,רכב חונה באיסור,,1167,430,125,90,117,98,535,108,111,187,129,202,121,81
קריית מוצקין,איכות חיים,Total,,3892,1801,298,592,473,438,1591,337,565,305,384,500,230,270
קריית מוצקין,איכות חיים,גרימת רעש מבית,,2168,958,218,290,211,239,893,229,292,160,212,317,169,148
קריית מוצקין,איכות חיים,גרימת רעש מבית תפילה,,$,-,-,-,-,-,-,-,-,-,-,$,$,$
קריית מוצקין,איכות חיים,גרימת רעש ממקום ציבורי,,1628,805,79,282,253,191,655,104,258,131,162,168,55,113
קריית מוצקין,איכות חיים,גרימת רעש מעסק,,93,38,$,20,9,8,43,$,15,14,10,12,$,8
קריית מוצקין,סדר ציבורי,Total,,677,266,48,84,65,69,308,64,89,83,72,103,63,40
קריית מוצקין,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,677,266,48,84,65,69,308,64,89,83,72,103,63,40
קריית מוצקין,אלימות,Total,,572,241,78,46,61,56,251,75,68,62,46,80,52,28
קריית מוצקין,אלימות,סכסוך - שכנים,,243,-,-,-,-,-,163,-,55,62,46,80,52,28
קריית מוצקין,אלימות,סכסוך שכנים עסקי,,329,241,78,46,61,56,88,75,13,-,-,-,-,-
קריית מוצקין,סמים ואלכוהול,Total,,105,40,8,13,9,10,41,8,9,7,17,24,9,15
קריית מוצקין,סמים ואלכוהול,שכרות,,105,40,8,13,9,10,41,8,9,7,17,24,9,15
קריית מלאכי,Total,,,7263,2841,551,764,788,738,3311,704,916,834,857,1111,713,398
קריית מלאכי,תנועה,Total,,3613,1269,308,305,347,309,1720,395,429,418,478,624,474,150
קריית מלאכי,תנועה,הסגת גבול - חניה פרטית,,96,-,-,-,-,-,44,-,12,9,23,52,30,22
קריית מלאכי,תנועה,חסימת מעבר,,2666,917,214,206,248,249,1288,327,319,285,357,461,356,105
קריית מלאכי,תנועה,רכב חונה באיסור,,851,352,94,99,99,60,388,68,98,124,98,111,88,23
קריית מלאכי,איכות חיים,Total,,2614,1130,158,351,322,299,1162,222,363,285,292,322,147,175
קריית מלאכי,איכות חיים,גרימת רעש מבית,,1397,577,103,166,135,173,624,143,205,130,146,196,109,87
קריית מלאכי,איכות חיים,גרימת רעש מבית תפילה,,$,-,-,-,-,-,-,-,-,-,-,$,$,-
קריית מלאכי,איכות חיים,גרימת רעש ממקום ציבורי,,1149,527,51,178,179,119,513,75,150,150,138,109,27,82
קריית מלאכי,איכות חיים,גרימת רעש מעסק,,67,26,$,7,8,7,25,$,8,5,8,16,10,6
קריית מלאכי,סדר ציבורי,Total,,620,256,56,61,71,68,252,46,61,84,61,112,72,40
קריית מלאכי,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,620,256,56,61,71,68,252,46,61,84,61,112,72,40
קריית מלאכי,אלימות,Total,,321,148,25,38,40,45,142,29,49,43,21,31,11,20
קריית מלאכי,אלימות,סכסוך - שכנים,,135,-,-,-,-,-,104,-,40,43,21,31,11,20
קריית מלאכי,אלימות,סכסוך שכנים עסקי,,186,148,25,38,40,45,38,29,9,-,-,-,-,-
קריית מלאכי,סמים ואלכוהול,Total,,95,38,$,9,8,17,35,12,14,$,5,22,9,13
קריית מלאכי,סמים ואלכוהול,שכרות,,95,38,$,9,8,17,35,12,14,$,5,22,9,13
קריית עקרון,Total,,,3928,1500,239,391,529,341,1757,318,449,492,498,671,326,345
קריית עקרון,תנועה,Total,,1723,493,102,115,141,135,830,154,162,245,269,400,219,181
קריית עקרון,תנועה,הסגת גבול - חניה פרטית,,193,-,-,-,-,-,124,-,35,41,48,69,36,33
קריית עקרון,תנועה,חסימת מעבר,,1140,347,75,80,95,97,544,121,98,154,171,249,132,117
קריית עקרון,תנועה,רכב חונה באיסור,,390,146,27,35,46,38,162,33,29,50,50,82,51,31
קריית עקרון,איכות חיים,Total,,1775,800,101,240,303,156,748,113,228,210,197,227,82,145
קריית עקרון,איכות חיים,גרימת רעש מבית,,1298,559,86,174,186,113,562,87,169,147,159,177,66,111
קריית עקרון,איכות חיים,גרימת רעש ממקום ציבורי,,459,236,15,63,116,42,175,25,56,56,38,48,15,33
קריית עקרון,איכות חיים,גרימת רעש מעסק,,18,5,-,$,$,$,11,$,$,7,-,$,$,$
קריית עקרון,סדר ציבורי,Total,,213,89,22,21,27,19,96,28,29,24,15,28,16,12
קריית עקרון,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,213,89,22,21,27,19,96,28,29,24,15,28,16,12
קריית עקרון,אלימות,Total,,186,106,12,14,52,28,66,20,25,11,10,14,8,6
קריית עקרון,אלימות,סכסוך - שכנים,,56,-,-,-,-,-,42,-,21,11,10,14,8,6
קריית עקרון,אלימות,סכסוך שכנים עסקי,,130,106,12,14,52,28,24,20,$,-,-,-,-,-
קריית עקרון,סמים ואלכוהול,Total,,31,12,$,$,6,$,17,$,5,$,7,$,$,$
קריית עקרון,סמים ואלכוהול,שכרות,,31,12,$,$,6,$,17,$,5,$,7,$,$,$
קריית שמונה,Total,,,5801,2531,492,726,710,603,2499,513,718,656,612,771,444,327
קריית שמונה,תנועה,Total,,2252,778,166,199,215,198,1050,209,259,304,278,424,271,153
קריית שמונה,תנועה,הסגת גבול - חניה פרטית,,130,-,-,-,-,-,92,-,31,33,28,38,20,18
קריית שמונה,תנועה,חסימת מעבר,,1561,578,117,152,158,151,698,141,169,201,187,285,190,95
קריית שמונה,תנועה,רכב חונה באיסור,,561,200,49,47,57,47,260,68,59,70,63,101,61,40
קריית שמונה,איכות חיים,Total,,2664,1369,238,432,382,317,1098,223,374,248,253,197,83,114
קריית שמונה,איכות חיים,גרימת רעש מבית,,1405,655,150,197,150,158,638,145,205,141,147,112,53,59
קריית שמונה,איכות חיים,גרימת רעש ממקום ציבורי,,1156,666,76,214,221,155,416,70,157,97,92,74,23,51
קריית שמונה,איכות חיים,גרימת רעש מעסק,,103,48,12,21,11,$,44,8,12,10,14,11,7,$
קריית שמונה,סדר ציבורי,Total,,436,187,45,44,54,44,166,39,42,48,37,83,50,33
קריית שמונה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,436,187,45,44,54,44,166,39,42,48,37,83,50,33
קריית שמונה,אלימות,Total,,391,172,41,44,50,37,161,38,35,53,35,58,38,20
קריית שמונה,אלימות,סכסוך - שכנים,,178,-,-,-,-,-,120,-,32,53,35,58,38,20
קריית שמונה,אלימות,סכסוך שכנים עסקי,,213,172,41,44,50,37,41,38,$,-,-,-,-,-
קריית שמונה,סמים ואלכוהול,Total,,58,25,$,7,9,7,24,$,8,$,9,9,$,7
קריית שמונה,סמים ואלכוהול,שכרות,,58,25,$,7,9,7,24,$,8,$,9,9,$,7
קרני שומרון,Total,,,378,152,27,59,39,27,185,37,55,45,48,41,22,19
קרני שומרון,תנועה,Total,,112,43,8,17,11,7,56,15,14,16,11,13,9,$
קרני שומרון,תנועה,הסגת גבול - חניה פרטית,,$,-,-,-,-,-,$,-,$,$,-,-,-,-
קרני שומרון,תנועה,חסימת מעבר,,87,31,5,10,10,6,45,13,12,11,9,11,8,$
קרני שומרון,תנועה,רכב חונה באיסור,,23,12,$,7,$,$,9,$,$,$,$,$,$,$
קרני שומרון,איכות חיים,Total,,177,73,8,30,21,14,85,15,26,22,22,19,6,13
קרני שומרון,איכות חיים,גרימת רעש מבית,,90,40,5,15,11,9,39,8,11,10,10,11,$,8
קרני שומרון,איכות חיים,גרימת רעש ממקום ציבורי,,85,32,$,15,9,5,45,7,14,12,12,8,$,5
קרני שומרון,איכות חיים,גרימת רעש מעסק,,$,$,-,-,$,-,$,-,$,-,-,-,-,-
קרני שומרון,סדר ציבורי,Total,,26,10,$,$,$,$,12,-,$,$,7,$,$,$
קרני שומרון,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,26,10,$,$,$,$,12,-,$,$,7,$,$,$
קרני שומרון,אלימות,Total,,57,23,6,9,5,$,31,7,11,5,8,$,$,-
קרני שומרון,אלימות,סכסוך - שכנים,,26,-,-,-,-,-,23,-,10,5,8,$,$,-
קרני שומרון,אלימות,סכסוך שכנים עסקי,,31,23,6,9,5,$,8,7,$,-,-,-,-,-
קרני שומרון,סמים ואלכוהול,Total,,6,$,$,-,$,-,$,-,-,$,-,$,$,-
קרני שומרון,סמים ואלכוהול,שכרות,,6,$,$,-,$,-,$,-,-,$,-,$,$,-
ראמה,Total,,,148,71,6,21,22,22,50,$,15,22,11,27,13,14
ראמה,תנועה,Total,,82,39,$,10,13,13,29,-,10,11,8,14,5,9
ראמה,תנועה,הסגת גבול - חניה פרטית,,$,-,-,-,-,-,$,-,$,-,-,-,-,-
ראמה,תנועה,חסימת מעבר,,70,35,$,8,12,12,23,-,6,9,8,12,$,8
ראמה,תנועה,רכב חונה באיסור,,11,$,-,$,$,$,5,-,$,$,-,$,$,$
ראמה,איכות חיים,Total,,18,8,-,5,$,$,$,-,$,$,-,7,6,$
ראמה,איכות חיים,גרימת רעש מבית,,5,$,-,$,-,-,$,-,-,$,-,$,$,$
ראמה,איכות חיים,גרימת רעש מבית תפילה,,$,-,-,-,-,-,-,-,-,-,-,$,$,-
ראמה,איכות חיים,גרימת רעש ממקום ציבורי,,5,$,-,-,$,-,$,-,$,$,-,$,$,-
ראמה,איכות חיים,גרימת רעש מעסק,,6,5,-,$,-,$,-,-,-,-,-,$,$,-
ראמה,סדר ציבורי,Total,,22,11,$,$,$,5,8,$,$,$,$,$,$,$
ראמה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,22,11,$,$,$,5,8,$,$,$,$,$,$,$
ראמה,אלימות,Total,,26,13,$,$,5,$,10,$,$,6,$,$,$,$
ראמה,אלימות,סכסוך - שכנים,,12,-,-,-,-,-,9,-,$,6,$,$,$,$
ראמה,אלימות,סכסוך שכנים עסקי,,14,13,$,$,5,$,$,$,-,-,-,-,-,-
ראש העין,Total,,,11696,4627,926,1330,1262,1109,5065,884,1457,1379,1345,2004,1110,894
ראש העין,תנועה,Total,,5650,1823,415,445,501,462,2595,434,702,774,685,1232,753,479
ראש העין,תנועה,הסגת גבול - חניה פרטית,,780,-,-,-,-,-,489,-,131,186,172,291,179,112
ראש העין,תנועה,חסימת מעבר,,3643,1312,307,311,376,318,1608,332,422,449,405,723,443,280
ראש העין,תנועה,רכב חונה באיסור,,1227,511,108,134,125,144,498,102,149,139,108,218,131,87
ראש העין,איכות חיים,Total,,5024,2320,404,752,629,535,2075,327,638,518,592,629,280,349
ראש העין,איכות חיים,גרימת רעש מבית,,3545,1741,334,583,450,374,1342,239,453,305,345,462,201,261
ראש העין,איכות חיים,גרימת רעש מבית תפילה,,$,-,-,-,-,-,-,-,-,-,-,$,$,-
ראש העין,איכות חיים,גרימת רעש ממקום ציבורי,,1394,553,67,159,175,152,687,86,176,197,228,154,69,85
ראש העין,איכות חיים,גרימת רעש מעסק,,82,26,$,10,$,9,46,$,9,16,19,10,7,$
ראש העין,סדר ציבורי,Total,,446,195,46,61,52,36,190,56,63,37,34,61,33,28
ראש העין,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,446,195,46,61,52,36,190,56,63,37,34,61,33,28
ראש העין,אלימות,Total,,461,231,50,57,63,61,168,57,41,42,28,62,31,31
ראש העין,אלימות,סכסוך - שכנים,,163,-,-,-,-,-,101,-,31,42,28,62,31,31
ראש העין,אלימות,סכסוך שכנים עסקי,,298,231,50,57,63,61,67,57,10,-,-,-,-,-
ראש העין,סמים ואלכוהול,Total,,115,58,11,15,17,15,37,10,13,8,6,20,13,7
ראש העין,סמים ואלכוהול,שכרות,,115,58,11,15,17,15,37,10,13,8,6,20,13,7
ראש פינה,Total,,,944,400,61,85,155,99,391,59,99,136,97,153,100,53
ראש פינה,תנועה,Total,,609,218,35,47,85,51,272,43,59,91,79,119,85,34
ראש פינה,תנועה,הסגת גבול - חניה פרטית,,10,-,-,-,-,-,8,-,$,5,$,$,$,-
ראש פינה,תנועה,חסימת מעבר,,435,159,26,31,62,40,184,31,40,66,47,92,62,30
ראש פינה,תנועה,רכב חונה באיסור,,164,59,9,16,23,11,80,12,18,20,30,25,21,$
ראש פינה,איכות חיים,Total,,233,140,20,31,56,33,71,7,27,30,7,22,8,14
ראש פינה,איכות חיים,גרימת רעש מבית,,96,52,8,15,18,11,29,$,16,6,$,15,7,8
ראש פינה,איכות חיים,גרימת רעש ממקום ציבורי,,71,41,10,5,15,11,25,$,$,18,$,5,-,5
ראש פינה,איכות חיים,גרימת רעש מעסק,,66,47,$,11,23,11,17,$,8,6,$,$,$,$
ראש פינה,סדר ציבורי,Total,,59,20,$,$,5,7,30,5,10,8,7,9,5,$
ראש פינה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,59,20,$,$,5,7,30,5,10,8,7,9,5,$
ראש פינה,אלימות,Total,,36,20,$,$,9,8,14,$,$,7,$,$,$,-
ראש פינה,אלימות,סכסוך - שכנים,,13,-,-,-,-,-,11,-,$,7,$,$,$,-
ראש פינה,אלימות,סכסוך שכנים עסקי,,23,20,$,$,9,8,$,$,-,-,-,-,-,-
ראש פינה,סמים ואלכוהול,Total,,7,$,-,$,-,-,$,$,$,-,$,$,-,$
ראש פינה,סמים ואלכוהול,שכרות,,7,$,-,$,-,-,$,$,$,-,$,$,-,$
ראשון לציון,Total,,,85613,30200,6625,8358,7609,7608,38902,7068,10271,10590,10973,16511,10058,6453
ראשון לציון,תנועה,Total,,55180,16882,3958,4045,4416,4463,26278,4434,6631,7639,7574,12020,7821,4199
ראשון לציון,תנועה,הסגת גבול - חניה פרטית,,9916,-,-,-,-,-,6389,-,1774,2329,2286,3527,2302,1225
ראשון לציון,תנועה,חסימת מעבר,,35899,12905,2951,3092,3413,3449,16135,3540,3948,4268,4379,6859,4461,2398
ראשון לציון,תנועה,רכב חונה באיסור,,9365,3977,1007,953,1003,1014,3754,894,909,1042,909,1634,1058,576
ראשון לציון,איכות חיים,Total,,21262,9115,1718,3305,2053,2039,9039,1735,2764,2007,2533,3108,1401,1707
ראשון לציון,איכות חיים,גרימת רעש מבית,,14742,6435,1277,2378,1363,1417,6023,1280,1800,1277,1666,2284,1034,1250
ראשון לציון,איכות חיים,גרימת רעש מבית תפילה,,14,-,-,-,-,-,-,-,-,-,-,14,9,5
ראשון לציון,איכות חיים,גרימת רעש ממקום ציבורי,,5114,2064,313,734,539,478,2395,311,772,603,709,655,268,387
ראשון לציון,איכות חיים,גרימת רעש מעסק,,1392,616,128,193,151,144,621,144,192,127,158,155,90,65
ראשון לציון,סדר ציבורי,Total,,4782,2030,442,459,570,559,2019,457,490,571,501,733,460,273
ראשון לציון,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,4782,2030,442,459,570,559,2019,457,490,571,501,733,460,273
ראשון לציון,אלימות,Total,,2967,1624,398,415,395,416,1000,310,238,213,239,343,198,145
ראשון לציון,אלימות,סכסוך - שכנים,,983,-,-,-,-,-,640,-,188,213,239,343,198,145
ראשון לציון,אלימות,סכסוך שכנים עסקי,,1984,1624,398,415,395,416,360,310,50,-,-,-,-,-
ראשון לציון,סמים ואלכוהול,Total,,1422,549,109,134,175,131,566,132,148,160,126,307,178,129
ראשון לציון,סמים ואלכוהול,שכרות,,1422,549,109,134,175,131,566,132,148,160,126,307,178,129
